"words"	"Freq"
"(16)state"	1
"(16)the"	1
"16/treatment)"	1
"16-weeks-old)"	1
"16-year-old"	1
"16z)-docosadienoic"	1
"16 aa"	1
"-17"	1
"-17%"	1
"(-17"	1
"(+17"	1
"(+/-17%"	1
"1·7"	1
"17-"	1
"17#"	1
"17±0"	1
"170%"	1
"17000"	1
"170±3"	1
"1706"	1
"1709"	1
"170-aa"	1
"170°c"	1
"170-kda"	1
"170-sib"	1
"1/70th"	1
"171)"	1
"17(11)"	1
"(17/13"	1
"1714"	1
"17146"	1
"17-18k"	1
"17-18ps"	1
"17-19"	1
"171e"	1
"171 ng"	1
"171 persons"	1
"-172"	1
"17(2)"	1
"17-20"	1
"17-21)"	1
"17-21]"	1
"1721-1730)"	1
"1723"	1
"17-25%"	1
"172mv)"	1
"1731"	1
"1737"	1
"-174"	1
"1740"	1
"174-181]"	1
"1743"	1
"174-373%"	1
"1744"	1
"1745"	1
"1746-amino"	1
"1·74 g/100 g"	1
"-175"	1
"(175%"	1
"175%"	1
"1750-1850"	1
"1750 µg kg(-1)"	1
"1753"	1
"(1755"	1
"1756"	1
"175-residue"	1
"176)"	1
"176061"	1
"1765"	1
"1765-1792)"	1
"1767bp"	1
"(177%"	1
"1771"	1
"1772 bp"	1
"1777(t)"	1
"-178)"	1
"1787-1795)"	1
"1788"	1
"(1789"	1
"178-9]"	1
"(179"	1
"(1790"	1
"179-188)"	1
"179279048"	1
"179-d"	1
"17-aa"	1
"17d"	1
"17-d"	1
"17-d-"	1
"17-hydroperoxides"	1
"(17-hydroxylinolenoyl-l-gln)"	1
"(17)inner"	1
"17-kda"	1
"(17)key"	1
"17-kilodalton"	1
"17-nucleotide"	1
"17s"	1
"17-tripropionic"	1
"17%-units"	1
"17(z)-eicosapentaenoic"	1
"(17β-estradiol)"	1
"17β-estradiol"	1
"17β-estradiol)"	1
"17β-oestradiol-3-benzoate"	1
"17 %"	1
"(17 kda)"	1
"-18"	1
"-18%"	1
"\"18"	1
"[18]"	1
"#18"	1
"∼18"	1
"∼18%"	1
"1/8"	1
"1+/-8"	1
"180%"	1
"1800)"	1
"(180000-200000)"	1
"18000-reaction"	1
"(180090"	1
"1800-mhz"	1
"1801"	1
"180-182"	1
"180-193"	1
"1802"	1
"180-202"	1
"180±3"	1
"1804"	1
"1805"	1
"(1805"	1
"(180-bp"	1
"180°c"	1
"180-fold)"	1
"180-kd"	1
"180t=ccug"	1
"(181"	1
"18·1"	1
"181)"	1
"181-197]"	1
"181-198"	1
"181-203"	1
"181 ± 28 mg/dl)"	1
"181/71"	1
"18-180"	1
"18196"	1
"181 u/ml"	1
"-182)"	1
"18-20"	1
"18--20"	1
"18-21"	1
"18-22"	1
"18-23%"	1
"(18-24"	1
"18-24-month-old"	1
"(1825"	1
"18-27%"	1
"182e)"	1
"18(3)"	1
"1830"	1
"18-30"	1
"18 319 bp)"	1
"1832"	1
"1833"	1
"(1834-1919)"	1
"183433899@qq"	1
"18350"	1
"183-d"	1
"-184"	1
"1-84"	1
"184)"	1
"(1843-54)"	1
"18-43 %"	1
"1845-52"	1
"1846"	1
"1846-47"	1
"1847"	1
"(1847-51)"	1
"184-8588"	1
"-185"	1
"185]"	1
"185%"	1
"1850"	1
"18-599bai"	1
"18599hong"	1
"18-599hong"	1
"(186"	1
"1862-6451"	1
"1863"	1
"1864"	1
"1865"	1
"(186±51"	1
"1866"	1
"(1866)"	1
"1867"	1
"(1869"	1
"18700"	1
"187-193]"	1
"1872"	1
"1873"	1
"18745-18750)"	1
"$1875"	1
"187+51"	1
"1875-1888"	1
"1878"	1
"187-amino"	1
"1-88"	1
"18808"	1
"18808)"	1
"1881"	1
"1886)"	1
"188-bp"	1
"188-folds"	1
"(189"	1
"(-189/-114)"	1
"1896"	1
"1899"	1
"1899-1903]"	1
"18a"	1
"18-amino"	1
"18-carbon"	1
"(18d"	1
"18-dap"	1
"(18)engineering"	1
"(18)f"	1
"[(18)f]"	1
"18f10"	1
"-[(18)f]fds"	1
"([(18)f]fds)"	1
"[(18)f]fluorosucrose"	1
"((18)fs)"	1
"18-kb"	1
"(18-kda)"	1
"18nn"	1
"18o2"	1
"(18)o-labeled"	1
"18-sieve"	1
"18-tetramethyl-3-vinylporphyrin-8"	1
"(18)u"	1
"18-year"	1
"(18 %"	1
"+18 %"	1
"(-18 °c)"	1
"18 h"	1
"-19%"	1
"(+19"	1
"(19-"	1
"[19"	1
"[19]"	1
"1=9"	1
"1·9"	1
"1·9)"	1
"19#"	1
"19-0"	1
"190)"	1
"190%"	1
"(1900)"	1
"19000"	1
"190008"	1
"19000-fold"	1
"19000-mr"	1
"1901"	1
"190-240"	1
"1905)"	1
"19070"	1
"19076t"	1
"190°c)"	1
"190g/kg"	1
"∼190 bp"	1
"(191"	1
"19-1"	1
"19·1"	1
"1911"	1
"1911-1922)"	1
"(191 ± 35"	1
"1914-bp"	1
"(1915)"	1
"1918"	1
"-192"	1
"19200"	1
"(19-23%)"	1
"19-25"	1
"1927"	1
"192-bp"	1
"192c"	1
"-193"	1
"(1930)"	1
"193-201]"	1
"1935"	1
"19-37"	1
"(-194"	1
"194)"	1
"1940"	1
"19-41"	1
"194223"	1
"-1943"	1
"1943-9"	1
"19-45"	1
"1946"	1
"1948"	1
"(1948)"	1
"194-base-pair"	1
"+195"	1
"195%"	1
"1·95)+0·112"	1
"1951"	1
"195-200"	1
"1955"	1
"(1955"	1
"1955)"	1
"1958)"	1
"1959"	1
"(1959)"	1
"[1959]"	1
"195 bp"	1
"(196"	1
"1960"	1
"(1960)]"	1
"1961-1971"	1
"(1962)]"	1
"196-242"	1
"(1963)"	1
"1963)"	1
"1963-1964"	1
"19667t"	1
"1967"	1
"1967)"	1
"(1967a)"	1
"(1968)2"	1
"(1969"	1
"196 g/kg"	1
"1-97"	1
"1970-1971"	1
"1971"	1
"(1971)"	1
"(197±15)"	1
"19716-1304"	1
"(1973"	1
"1975)]"	1
"1978)"	1
"1979-83"	1
"(198"	1
"(1980"	1
"1980)"	1
"(1981"	1
"1982)"	1
"1983/1984"	1
"[(1984)"	1
"1984)"	1
"1984483"	1
"[1985]"	1
"1-985"	1
"1985)"	1
"[1986]"	1
"1986)"	1
"(1987"	1
"([1987]"	1
"[1987]"	1
"1987)"	1
"1987-2012"	1
"(1988"	1
"19880-0402"	1
"19880-353"	1
"([1989]"	1
"198-kb"	1
"198-residue"	1
"1-99"	1
"1%-99"	1
"199)"	1
"(1990)]"	1
"1990-1991"	1
"([1991]"	1
"[1992]"	1
"(1994))"	1
"(1995)]"	1
"1995)"	1
"1995-1996"	1
"1995-2003]"	1
"19958"	1
"1995a)"	1
"1996)"	1
"(1996-2016)"	1
"(-1997"	1
"1997-2006"	1
"([1998]"	1
"[1998]"	1
"1999-2000"	1
"1999-2001"	1
"1999-2002"	1
"19-amino-acid"	1
"19b"	1
"(19)bgi-shenzhen"	1
"19-cyclopropylsterols"	1
"19d"	1
"(19)department"	1
"19-fold"	1
"19g/100"	1
"1·9 g/kg"	1
"19-kilodalton"	1
"19mm"	1
"19-mm"	1
"19nt"	1
"19-year-old"	1
"19z"	1
"(19z)"	1
"19 g/kg"	1
"19 g/l"	1
"(1a"	1
"1a1"	1
"(1)aachen"	1
"(1)aarhus"	1
"1/abi"	1
"1ab-selected"	1
"(1)abteilung"	1
"1ac"	1
"1-acetic"	1
"(1)-acetylspermine"	1
"(1)adaptation"	1
"1a-dependent"	1
"(1)agracetus"	1
"(1)agri-food"	1
"(1)ahpharma"	1
"(1)aimsbio"	1
"(1)ain"	1
"1-alpha"	1
"1-aminocyclopropane-"	1
"1-amino-cyclopropane-1-carboxylate"	1
"1-aminocyclopropane-1-carboxylate"	1
"1-amino-cyclopropane-1-carboxylic"	1
"(1-an)"	1
"1-an"	1
"(1)analytical"	1
"(1)angelo"	1
"(1)anthony"	1
"1-anticollagenase"	1
"1-antroylnitrile"	1
"(1)appalachian"	1
"(1)arc"	1
"(1)arc-grain"	1
"(1)archaeological"	1
"(1)architecture"	1
"1-associated"	1
"(1)avian"	1
"(1)axys"	1
"1b1"	1
"(1)basf"	1
"(1)basic"	1
"(1)bavarian"	1
"(1)beegroup"	1
"(1)beijing"	1
"1-(beta-d-ribofuranosyl)benzimidazole"	1
"(1bh"	1
"(1)bial-arístegui"	1
"(1)bioengineering"	1
"(1)biohchemistry"	1
"(1)bioinformatics"	1
"(1)biophysical"	1
"(1)bioresource"	1
"(1)biosafety"	1
"(1)biostress"	1
"(1)biosystems"	1
"(1)biotechnologies"	1
"(1)biozentrum"	1
"(1)blamphear@prodigene"	1
"(1)boehringer"	1
"(1)botanical"	1
"(1)botanik"	1
"(1)brazilian"	1
"(1)budapest"	1
"(1)bundesinstitut"	1
"1bx14"	1
"1by15"	1
"(1c)"	1
"1/c"	1
"1/c18"	1
"(1c9"	1
"(1)cambridge"	1
"1-carbon"	1
"1-carboxylate"	1
"(1)cardiovascular"	1
"(1)carlsberg"	1
"(1)carnegie"	1
"(1)cas-max-plank"	1
"(1)cátedra"	1
"1(ccr1)"	1
"(1cdk)"	1
"(1)celgene"	1
"(1)cellwall"	1
"(1)centrum"	1
"(1)ceres"	1
"(1)chemistry"	1
"1-chloro"	1
"(1-chloro-2"	1
"(1)christian-doppler-laboratory"	1
"(1)cibcm"	1
"1-ciii"	1
"(1)cimar/ciimar"	1
"(1)citaa"	1
"(1)citrus"	1
"(1)clemson"	1
"(1)clinica"	1
"1-cm"	1
"(1)cnrs"	1
"(1)committee"	1
"(1)comparative"	1
"(1)consejo"	1
"(1)conservatoire"	1
"(1)consiglio"	1
"(1)corn"	1
"(1)cornell"	1
"(1)council"	1
"(1)cra-genomics"	1
"(1)cranfield"	1
"(1)crc"	1
"(1)csir"	1
"(1)cukurova"	1
"1-cyano-2-hydroxy-3-butene"	1
"1-cyclohexene-1"	1
"1-cys"	1
"(1d"	1
"1d1"	1
"(1)dangoria"	1
"(1)danish"	1
"1de"	1
"(1)debre"	1
"(1)degussa"	1
"(1)dep"	1
"(1)departments"	1
"(1)deq"	1
"(1)diamond"	1
"1-dimethyl"	1
"1-dimethylurea-treated"	1
"1-diphenyl-2-picryl-hydrazyl"	1
"(1)disat"	1
"(1)discovery"	1
"(1)disease"	1
"(1)diversa"	1
"(1)división"	1
"(1)dlf-trifolium"	1
"1d-myo-inositol"	1
"(1)dna"	1
"(1)dpartment"	1
"(1)dpto"	1
"(1)dsm"	1
"1d-water-stress-induced"	1
"1dx5)"	1
"1-ecfp"	1
"(1)ecotoxicology"	1
"(1-e(-ft)"	1
"1eh"	1
"(1)empresa"	1
"(1)enea"	1
"(1)ente"	1
"(1)environment"	1
"(1)epicentre"	1
"(1)equipe"	1
"(1)ernst-moritz-arndt-universität"	1
"1-ethanediol"	1
"(1)ethiopian"	1
"1-ethyl-3-(3-dimethylaminopropyl)-carbodiimide"	1
"1-ethyl-3-(3-dimethyllaminopropyl)"	1
"1-ethyl-6-(2-hydroxy-6-oxocyclohex-1-enecarbonyl)-3-(o-tolyl)quinazoline-2"	1
"(1)everglades"	1
"1-expressing"	1
"1f"	1
"1/f"	1
"1/f(0)"	1
"1fa2"	1
"(1)federal"	1
"(1)first"	1
"1/f(m)"	1
"(1)fonterra"	1
"(1)forschungs-"	1
"(1)forschungszentrum"	1
"(1)freie"	1
"(1)friedrich"	1
"(1)fritz-haber-institut"	1
"(1)functional"	1
"(1)future"	1
"(1)fuyang"	1
"1g/100g"	1
"1gamma"	1
"-1g/d"	1
"1g/d"	1
"1g/d)"	1
"(1)ge"	1
"(1)gene"	1
"(1)genetic"	1
"(1)genøk-centre"	1
"(1)genome"	1
"(1)geriatric"	1
"1-gfp"	1
"1-gfp-pbi121"	1
"(1)gi"	1
"1g/kg)"	1
"1g/l"	1
"(1)global"	1
"(1)gmo"	1
"(1)group"	1
"(1)guizou"	1
"1-gus"	1
"(1h"	1
"1%/h"	1
"1 h"	1
"1h-13c"	1
"(1)hangzhou"	1
"(1)health"	1
"(1)heinrich-heine-universität"	1
"(1)heinz"	1
"(1)helmholtz"	1
"(1)hi-tech"	1
"(1)h-nuclear"	1
"(1)horticulture"	1
"1-hour"	1
"(1)howard"	1
"(1)huazhong"	1
"(1)huck"	1
"1-hydroxyl-2"	1
"(1)iacr-long"	1
"(1)iasma"	1
"(1)ici"	1
"(1)ifp"	1
"(1)iks"	1
"(1)immunobiology"	1
"1-in"	1
"(1)incdbna"	1
"(1)inra-agrocampus"	1
"(1)inra-cmse"	1
"(1)inra/university"	1
"(1)institució"	1
"(1)invasive"	1
"(1)iowa"	1
"(1)iv"	1
"(1)jiangsu"	1
"(1)julius"	1
"(1)julius-von-sachs-institut"	1
"(1)julius-von-sachs-institute"	1
"(1)kansas"	1
"1-kb-long"	1
"1-kd"	1
"1kda"	1
"1-kda"	1
"(1 kg)"	1
"(1)kihara"	1
"1-kilobase"	1
"1-km"	1
"(1)knowledge"	1
"(1)ku"	1
"(1)kyoto"	1
"1-l"	1
"1l1"	1
"1l131"	1
"1l-140)"	1
"1l-3l"	1
"(1)laboratori"	1
"(1)laboratorio"	1
"(1)laboratorium"	1
"(1)langebio"	1
"(1)led"	1
"(1)leibniz-institut"	1
"(1)leibniz-institute"	1
"(1)leiden"	1
"(1)life"	1
"1/like"	1
"1\"-like"	1
"1-like/r-r"	1
"(1)lilly"	1
"1-liter"	1
"(1)lomonosov"	1
"1lq"	1
"(1)lung"	1
"1lz"	1
"(1)marine"	1
"(1)master"	1
"(1)max-planck"	1
"(1)max-planck-institute"	1
"(1)max-plank"	1
"1-mb"	1
"(1)mbi"	1
"(1-mcp)"	1
"1-mcp"	1
"(1)médecins"	1
"1meqs(-1))"	1
"(1)meristem"	1
"(1)mestrando"	1
"1-methyl-2-pyridone-5-carboxymide"	1
"-(1-methylethyl)-1"	1
"1-methylnicotinamide"	1
"1 mg/dl)"	1
"1mg/l"	1
"(1)microbiology"	1
"1microm"	1
"(1)minnesota"	1
"1-minute"	1
"(1-mm"	1
"1-mo"	1
"1-month"	1
"(1)mpi"	1
"(1)msu/doe"	1
"(1)mycotox"	1
"1n"	1
"1/n)"	1
"1n-7"	1
"1n-9"	1
"(1-naa)"	1
"(1-naphthaleneacetic"	1
"1-naphthyl"	1
"1-napthaleneacetic"	1
"1-napthoxyacetic"	1
"1/nar2"	1
"(1)naro"	1
"1@nd"	1
"(1)neuroimmunology"	1
"1ng"	1
"1ng/ml"	1
"(1)nicholas"	1
"1-nitroso-5"	1
"(1)northeast"	1
"(1)northern"	1
"(1)novozymes"	1
"(1-npn)"	1
"(1)nsf"	1
"(1)nutri-quest"	1
"(1)nutrition"	1
"1-o"	1
"1-o-alkyl-2-acetyl-sn-glycero-3-phosphocholine"	1
"1-o-alkylglycerol"	1
"1-o-beta-d-indol-3-ylacetyl-glucose"	1
"(1)ogs"	1
"(1)oh"	1
"1-o-ia-glucose"	1
"1-o-(indole-3-acetyl)-beta-d-glucose"	1
"1omega7c"	1
"1@osu"	1
"1p"	1
"1-p"	1
"1-palmitoyl-2-linoleoyl-sn-glycero-3-phosphatidylcholine"	1
"(1)papua"	1
"(1)paris"	1
"1-percentage-unit"	1
"(1)pg"	1
"(1)pharmaceutical"	1
"1-phenylacetic"	1
"1-phosphatase"	1
"1-phosphatidylinositol-3-phosphate-5-kinase"	1
"(1)photobiology"	1
"(1)physiological"	1
"(1)physiologie"	1
"1-pi"	1
"(1-pi0)"	1
"1pkat"	1
"(1)planet"	1
"(1)po"	1
"1-pollen"	1
"(1)posgrado"	1
"(1)poultry"	1
"(1)poznań"	1
"(1)preventative"	1
"(1)private"	1
"(1)program"	1
"(1)proteomics"	1
"(1)provincal"	1
"(1)provincial"	1
"1/pyrabactin"	1
"1qy"	1
"(1)rancho"	1
"(1)r&d"	1
"1-reference)"	1
"(1)requimte-laqv"	1
"(1)rhm"	1
"(1)robert"	1
"1-rpm"	1
"(1)rwth"	1
"(1)rwth-aachen"	1
"(1s)"	1
"∼1 s"	1
"(1s014)"	1
"(1)s-145"	1
"1s2p"	1
"1s2p)f2"	1
"(1)s(3)"	1
"(1)sac"	1
"(1)sainsbury"	1
"(1)sandoz"	1
"(1)sangamo"	1
"(1)sciences"	1
"(1)scottish"	1
"(1)scuola"	1
"(1)sechenov"	1
"(1)seitoku"	1
"(1)sensorlab"	1
"(1)shandong"	1
"(1)sheffield"	1
"(1)shemyakin-ovchinnikov"	1
"(1)sklbpi"	1
"(1)southwest"	1
"1-specific"	1
"(1(st)"	1
"(1st)"	1
"1st-"	1
"1st)"	1
"-1-[st]0-"	1
"(1)stanford"	1
"(1)strathclyde"	1
"(1)structural"	1
"(1)sustainable"	1
"(1)tasmanian"	1
"(1)technische"	1
"(1)temasek"	1
"1-thio)-allopyranosyl"	1
"1-thio-beta-d-glucose"	1
"(1)tianjin"	1
"1=tmr-only"	1
"(1)tohoku"	1
"(1)transgenic"	1
"(1)tree"	1
"1-trichloro-2"	1
"(1)triticeae"	1
"1-tub"	1
"1-tubulin"	1
"1-type"	1
"(1)ufz-center"	1
"(1)umr614"	1
"1-undecanesulphonate"	1
"(1)unidad"	1
"(1)unilever"	1
"(1)univ"	1
"(1)universidad"	1
"(1)universidade"	1
"(1)università"	1
"(1)usda-agricultural"	1
"(1)usda/agricultural"	1
"(1)usda/ars"	1
"(1)vaal"	1
"(1)valid"	1
"(1)vallabhbhai"	1
"(1)vavilov"	1
"(1)venetian"	1
"(1)virginia"	1
"(1)virology"	1
"(1)vivekananda"	1
"(1-vr)"	1
"(1)vtt"	1
"(1)warsaw"	1
"(1)washington"	1
"1/water"	1
"1-week"	1
"1-week-old"	1
"(1)whistler"	1
"(1)white"	1
"(1)wistar"	1
"1-wk"	1
"1-wk-old"	1
"1wosu"	1
"(1)wroclaw"	1
"1%w/w"	1
"(1x)"	1
">1x10(-5)/marker/generation"	1
"+1-x-basic+3-basic+4"	1
"1y5"	1
"1@yahoo"	1
"(1)yale"	1
"(1yp2)"	1
"1/z"	1
"1z32"	1
"(1)zabol"	1
"(1)zakład"	1
"(1)zentrum"	1
"(1)zmbp"	1
"1+zmsh1-5"	1
"1ω9c"	1
"(1 %)"	1
"1 cm"	1
"1 g"	1
"1 µg/kg"	1
"1 h"	1
"(1 h)"	1
"1 kb"	1
"1 mb"	1
"1 mg"	1
"1 mg/dl)"	1
"1 mm)"	1
"1 month"	1
"1 ng/ml"	1
"1 nmol∙g(-1)"	1
"1 pm"	1
"1 pmol"	1
"1 u/dm(3))"	1
"(1 × 10(-5) m"	1
"(1 = dislike"	1
"~2"	1
"≥-2"	1
">2"	1
">-2"	1
"-2)"	1
"-2]"	1
"(~2"	1
"(≥2"	1
"(-2"	1
"(2-"	1
"(2)(-)"	1
"(2))"	1
"[2"	1
"#2)"	1
"+/-2"	1
"±2"	1
"2×"	1
"2))"	1
"2%/"	1
"2%]"	1
"2+"	1
"~20"	1
"~20-"	1
"<20"	1
">20"	1
">20%"	1
"-20%"	1
"(~20%)"	1
"(>20)"	1
"(+20%)"	1
"(2)=0"	1
"[20%"	1
"[20%])"	1
"+20"	1
"≈20"	1
"2-0"	1
"2%+/-0"	1
"2 ± 0"	1
"~200"	1
"≥200"	1
">200"	1
"~2000"	1
"∼2000"	1
"200/0"	1
"2000-"	1
"20000-fold"	1
"2000-2002"	1
"(2000-2003)"	1
"2000-cep"	1
"2000-fold"	1
"2000-kcal"	1
"2000mg/kg"	1
"2000s"	1
"[2001]"	1
"200-1000da"	1
"2001/18/ec"	1
"2001-2002"	1
"2001-2003"	1
"2001-2004"	1
"2001-2005"	1
"200135"	1
"[(2002)"	1
"(200-230"	1
"200233"	1
"200-300%"	1
"2003-2005"	1
"(2003-2006)"	1
"2003-2007"	1
"2003a"	1
"200-400"	1
"200-400kda"	1
"2004-2005"	1
"2004-2006"	1
"2004-2008"	1
"2004b)"	1
"(200-5000"	1
"(2005-2007)"	1
"(2006)"	1
"2006-2008"	1
"2007022"	1
"2007/2008"	1
"2007-2009"	1
"20076"	1
"(2008"	1
"(2008)"	1
"2008]"	1
"2008-2012"	1
"2009-2010"	1
"2009/2010"	1
"2009-2011"	1
"200-base"	1
"200bppaired-end"	1
"200-d"	1
"200-day"	1
"(200×g)"	1
"200-kda"	1
"200-line"	1
"200 µm"	1
"(200 mg/kg"	1
"200 mg/kg"	1
"200mg/kg)"	1
"200microgml(-1)"	1
"200 ng/ml"	1
"200-nm"	1
"200/pegda"	1
"200t"	1
"200 bp"	1
"200 ml"	1
"(200 µmol"	1
"~200 ng/g"	1
"(200 μm)"	1
"-201"	1
"(201"	1
"(2010"	1
"20-100%"	1
"20/1000"	1
"20/100 g"	1
"201020"	1
"2010-2012"	1
"(2010-2015)"	1
"(2011"	1
"(2011)"	1
"(2011-12"	1
"2011-2012"	1
"201203"	1
"2012-13)"	1
"20126"	1
"20±13"	1
"201306"	1
"20131"	1
"2013-2014"	1
"2013–2014"	1
"2014]"	1
"2014/15"	1
"(2015)"	1
"20-150"	1
"(2016"	1
"20162"	1
")20(1999)135]"	1
"201-kda"	1
"20(2)"	1
"20+/-2"	1
"(20-200"	1
"20-200"	1
"20204"	1
"20-21)"	1
"2022"	1
"20-22"	1
"20-24"	1
"2024bp"	1
"2025"	1
"(2027"	1
"20-28"	1
"2029"	1
"202-bp"	1
"(20-30"	1
"(20-30%)"	1
"20/30"	1
"20-300"	1
"2031"	1
"20-32"	1
"20-35"	1
"(20-35 %)"	1
"(20-40"	1
"20-40%"	1
"204-211]"	1
"2045"	1
"20-45"	1
"20-45%"	1
"2047"	1
"(20-49"	1
"(205"	1
"205)"	1
"20-50"	1
"20-50%"	1
"(20-500"	1
"(20-50 mg m(-2))"	1
"20541"	1
"2055"	1
"2057-2061"	1
"2059"	1
"2059)"	1
"2060"	1
"∼20-60%"	1
"20-601"	1
"2066"	1
"2067"	1
"2069-2079)"	1
"(207"	1
"207)"	1
"(-2070"	1
"207-11"	1
"2072"	1
"207-211]"	1
"2079"	1
"207g/d"	1
"207h"	1
"-208"	1
"(208"	1
"(2·08"	1
"$208"	1
"208)"	1
"208%"	1
"2080"	1
"208016"	1
"2081"	1
"208104"	1
"2085"	1
"20-85"	1
"20850"	1
"208-base-pair"	1
"208-bp"	1
"-209)"	1
"209%"	1
"209-272"	1
"2094"	1
"20964(t)"	1
"2098"	1
"20a"	1
"20-aa"	1
"20ah/0wcgf"	1
"20-amino-acid"	1
"20b"	1
"20-base"	1
"20bp"	1
"20-bp"	1
"20-centimorgan"	1
"20cm"	1
"20cr"	1
"(20%ddgs)"	1
"20-d-old"	1
"(20e)"	1
"20e)"	1
"20-fold)"	1
"20g"	1
"20g/100"	1
"(-20g/d)"	1
"20gs)"	1
"(20-hydroxyecdysone"	1
"20iu"	1
"20k"	1
"20-kd"	1
"20kda"	1
"20-kda"	1
"(20)key"	1
"20-kg"	1
"20-kilodalton"	1
"20-l"	1
"(20)lanzhou"	1
"20-m"	1
"20m(3)ha(-1)"	1
"(20map"	1
"20mg"	1
"20-mg/kg"	1
"20-month-old"	1
"20-nanometer-gold"	1
"(20 ng/ml"	1
"20nt"	1
"20-oxidase"	1
"20-point"	1
"20s-proteasome"	1
"20-week"	1
"20 μg/ml)"	1
"+20 %)"	1
"20 °c"	1
"20 °c)"	1
"20 days"	1
"(>20 days)"	1
"(20 mg/ml)"	1
"20 mg l(-1)"	1
"20 ppm"	1
"-2/-1)"	1
"#21"	1
"+21"	1
"∼21"	1
"2+/-1"	1
"2∶1"	1
"(2-10"	1
"2-10"	1
"21+0"	1
"210009"	1
"210044"	1
"2/100 g"	1
"(210-230"	1
"(2105"	1
"2106"	1
"2107"	1
"210-bp"	1
"210-d"	1
"210 days"	1
"210 g/kg"	1
"-211"	1
"-211)"	1
"2-11"	1
"21-1"	1
"2-110"	1
"21100"	1
"2112"	1
"2116"	1
"2-117"	1
"(211-bp)"	1
"21205"	1
"21210"	1
"(21-23ng"	1
"21-24"	1
"212-4"	1
"21-24 nt"	1
"21-26"	1
"(212-751"	1
"2·12 g/100 g"	1
"2-13"	1
"2130"	1
"21305"	1
"213-223"	1
"2133)"	1
"2137"	1
"213-bp"	1
"[2-(13)c]-"	1
"(214"	1
"21(4)"	1
"214)"	1
"214122"	1
"214-295"	1
"21/45"	1
"21-48%"	1
"2-14-c2]glycine"	1
"[2-(14)c]acetic"	1
"~215"	1
"(215"	1
"2-15"	1
"215%"	1
"2153"	1
"(215+/-3"	1
"2154"	1
"2157"	1
"21570"	1
"21589"	1
"-216"	1
"(216"	1
"2160"	1
"216-base"	1
"2-17"	1
"217)"	1
"217·1"	1
"2/18"	1
"21801"	1
"2184-base"	1
"21881"	1
"2189"	1
"-219"	1
"(-219"	1
"2-19"	1
"21(9)"	1
"(-219/-102)"	1
"21934"	1
"2193bp"	1
"2194"	1
"21941-590"	1
"21944-970"	1
"2194-amino"	1
"219±71"	1
"2198"	1
"21-amino"	1
"21-bp"	1
"21-days"	1
"(21)department"	1
"(21)engineering"	1
"21-fold"	1
"2·1 g/kg"	1
"21-kilodalton"	1
"21m"	1
"(21st"	1
"21 fpu"	1
"21 vol"	1
"-22"	1
"-22%"	1
"[(22"	1
"2 ± 2"	1
"22]"	1
"22‰"	1
"-220"	1
"220%"	1
"22000-mr"	1
"22046"	1
"220 kcal"	1
">220-kd"	1
"220 g"	1
"(221"	1
"(2-21"	1
"2×2+1"	1
"22100"	1
"2211"	1
"22170(t)"	1
"(22-176"	1
"(222"	1
"(22·2%)"	1
"2 × 2 × 2"	1
"22±2"	1
"222)"	1
"22-23"	1
"2224"	1
"22-24-week-old)"	1
"222-5"	1
"22-26"	1
"2227"	1
"22274(t)=dsm"	1
"222 μmol"	1
"(223%)"	1
"2[2-3]"	1
"22-3"	1
"223000"	1
"2233"	1
"(22-35%"	1
"22-35"	1
"(22-37°c)"	1
"(224"	1
"(224%)"	1
"2-24"	1
"2240"	1
"2241"	1
"2-24-16"	1
"22-42"	1
"2247"	1
"224-fold"	1
"224-kda"	1
"(225"	1
"(225%)"	1
"2253"	1
"225-375"	1
"2254"	1
"2257"	1
"2257-amino"	1
"225bp"	1
"(226"	1
"2260"	1
"2263"	1
"(226-431"	1
"22·65"	1
"226-8501"	1
"226-kg"	1
"-227"	1
"227-236)"	1
"2273-84"	1
"2279"	1
"2279-2286"	1
"227g"	1
"227-kd"	1
"+228"	1
"228+/-5"	1
"2289"	1
"228-nt"	1
"-229"	1
"22(9)"	1
"(2294"	1
"(+2294"	1
"2295"	1
"2298"	1
"229-8501"	1
"2299"	1
"22-a"	1
"(22al)"	1
"22alpha-hydroxylation"	1
"22-amino"	1
"22°c"	1
"22-day"	1
"22-days"	1
"22-dienol"	1
"22-d-old"	1
"(22)european"	1
"22%fm)"	1
"(22-fold"	1
"22 µg"	1
"22-h"	1
"22-hydroxycampesterol"	1
"22-hydroxylation"	1
"22-kb"	1
"22kd"	1
"(22-kd"	1
"22kda"	1
"22-kda-binding"	1
"22kg"	1
"22-kilobase"	1
"(22-kilodalton"	1
"22-kilodalton"	1
"22-mb"	1
"$22/metric"	1
"22 min"	1
"22/n"	1
"22(p"	1
"(22pf)"	1
"(22rv1"	1
"(22%)--tilapia"	1
"22-to-34-wk-old"	1
"22x-1"	1
"22 334"	1
"22 kda"	1
"(~23%"	1
"(-23"	1
"(-23%)"	1
"(2-3"	1
"(23)"	1
"2=3"	1
"2±3"	1
"23-0"	1
"23+/-0"	1
"2300"	1
"≈2300"	1
"23000"	1
"2300-base"	1
"2301"	1
"230-270"	1
"230 400"	1
"-231"	1
"23 × 10(6)"	1
"231-234)"	1
"23149(t)=atcc"	1
"23-17"	1
"23±1°c"	1
"231 day(-1)"	1
"(-232"	1
"232)"	1
"232-240)"	1
"2323"	1
"23-24"	1
"(23-25%)"	1
